gene,mean_in,mean_out,mean_diff,p_fisher,dep_frac_in,dep_frac_out,t_stat,p_ttest,p_wilcoxon
CYP17A1,-0.017480750907856935,-0.029240088968485612,0.011759338060628677,1.0,0.0,0.0,0.41917491931357154,1.0,0.999999999916582
CYP11B2,0.03236424803689561,0.04603404231053794,-0.01366979427364233,1.0,0.0,0.0,-0.39922249811284044,0.879024435585967,0.8050245862991989
CYP11B1,0.05665883988717592,0.09038308952660723,-0.03372424963943131,1.0,0.0,0.0,-1.0513585829049368,0.5969683519982907,0.6515178847293488
CYP11A1,-0.005043614070767791,-0.07886749291300624,0.07382387884223844,1.0,0.0,0.0,2.5853150608941955,1.0,0.999999999916582
CYLD,-0.11743205310956964,-0.1086140246572314,-0.008818028452338242,1.0,0.0,0.008389261744966443,-0.2059575405063179,0.9570072497082386,0.9911872942105933
CYLC2,0.18419760949132363,0.08736995343763386,0.09682765605368977,1.0,0.0,0.0,3.3114449874335468,1.0,0.999999999916582
CYLC1,0.15484599496789087,0.15974025599335318,-0.00489426102546231,1.0,0.0,0.0,-0.19500519878917263,0.9612758118897423,0.9326113477981611
CYGB,-0.027627551759392795,-0.0363121113482741,0.008684559588881303,1.0,0.0,0.0016778523489932886,0.23648218869276028,1.0,0.9463679148886839
CYFIP2,-0.0489562011715469,-0.13248348564790982,0.08352728447636293,1.0,0.0,0.013333333333333334,0.6420931424220919,1.0,0.999999999916582
CYFIP1,-0.17707589561316958,-0.29173218017745894,0.11465628456428936,1.0,0.0,0.05201342281879195,2.4703290580557904,1.0,0.999999999916582
CYCS,-1.1430671085736566,-1.0804349876304984,-0.06263212094315818,1.0,1.0,0.8708053691275168,-0.5588605550146646,0.811912133554991,0.9253219239146221
CYC1,-0.6848692587132515,-0.6008609567421492,-0.08400830197110232,1.0,0.5625,0.4597315436241611,-0.9649086117868826,0.6345353530200709,0.42905508462902103
CYBRD1,-0.07919682725907937,-0.03966836993683347,-0.0395284573222459,1.0,0.0,0.0008389261744966443,-1.2536784406306045,0.500175300293671,0.6910300547865269
CYP2C19,0.06361307591632157,0.06135300002116277,0.0022600758951587946,1.0,0.0,0.0,0.06585256833255018,1.0,0.999999999916582
CYP2C18,-0.0443428676483391,-0.05690690163845529,0.012564033990116193,1.0,0.0,0.0050335570469798654,0.35317619033506475,1.0,0.999999999916582
CYP2B6,0.0011096577231779793,0.034903119248568856,-0.03379346152539088,1.0,0.0,0.0,-1.0784024125315692,0.5854576287573107,0.6736271137441222
CYP2A7,0.12585887871773407,0.08824506995772881,0.037613808760005266,1.0,0.0,0.0,1.244357811102819,1.0,0.999999999916582
CYP2A6,0.058304062782579186,0.016350344414723786,0.0419537183678554,1.0,0.0,0.0008389261744966443,1.238499445681591,1.0,0.999999999916582
CYP2A13,-0.34525193807477106,-0.29159306227307535,-0.053658875801695705,1.0,0.0625,0.030201342281879196,-1.3293471554040885,0.4660342857532792,0.4279361540692291
CYP27C1,-0.014210740092099515,0.008590137083173842,-0.022800877175273356,1.0,0.0,0.0,-0.8046477117922287,0.7095449932896442,0.590032767031006
CYP27B1,-0.23206447743439373,-0.24319590753801726,0.011131430103623524,1.0,0.0625,0.03859060402684564,0.2111661459506733,1.0,0.999999999916582
CYP27A1,-0.03269648232098335,-0.024797709171402314,-0.007898773149581036,1.0,0.0,0.0008389261744966443,-0.23061868577482933,0.9454561219302737,0.999999999916582
CYP26C1,-0.060179638051228355,-0.11554755789777772,0.05536791984654937,1.0,0.0,0.0008389261744966443,1.6866130318610288,1.0,0.999999999916582
CYP26B1,0.06416843847467138,0.07543955990474864,-0.01127112143007726,1.0,0.0,0.0,-0.38260744799521074,0.8862583369077829,0.6427750234829652
CYP26A1,-0.11257684942464473,-0.16459734510376217,0.05202049567911744,1.0,0.0,0.00587248322147651,1.6364481483120321,1.0,0.999999999916582
CYP24A1,0.05728073800962543,-0.004330663443985022,0.06161140145361045,1.0,0.0,0.0008389261744966443,2.309178275061333,1.0,0.999999999916582
CYP21A2,-0.18076436041346816,-0.13402212891971768,-0.04674223149375048,1.0,0.0,0.003355704697986577,-1.3924156852778173,0.44439684204162505,0.2800679869711267
CYP20A1,-0.004213513831848233,0.11512012327472218,-0.11933363710657041,1.0,0.0,0.0,-3.863032082225305,0.0051238225482842445,0.06298909806720358
CYP1B1,0.019673234685270366,0.07520036269647315,-0.055527128011202784,1.0,0.0,0.0,-1.740729409742337,0.3031790509649328,0.31118347711527
CYP46A1,0.0012961900672313204,0.03044281732061123,-0.02914662725337991,1.0,0.0,0.0025167785234899327,-0.865387134874847,0.6791653350617058,0.7275878490459762
CYP3A7,0.03747292029907855,0.08525068239434345,-0.0477777620952649,1.0,0.0,0.0,-1.6287349954270272,0.34530936165166476,0.1753042249325278
CYP3A5,0.1261840893038996,0.028206510767743685,0.09797757853615591,1.0,0.0,0.0016778523489932886,2.7239503380463725,1.0,0.999999999916582
CYP3A43,-0.04783618347945781,-0.11087291493565674,0.06303673145619892,1.0,0.0,0.013422818791946308,1.5919263592835708,1.0,0.999999999916582
CYP3A4,0.011732868695396456,0.05617427246217639,-0.044441403766779936,1.0,0.0,0.0,-1.1664734050660401,0.5432221344230459,0.5909371759170109
CYP39A1,0.1089569443744005,0.09758554484082127,0.011371399533579227,1.0,0.0,0.0,0.33622224726952804,1.0,0.9902713296732719
CYP2W1,-0.15021408162784514,-0.0936943395739922,-0.056519742053852934,1.0,0.0,0.0025167785234899327,-1.6297450871533041,0.34520496417685803,0.2886092209398311
CYP2U1,-0.09403050458647541,-0.06910603425308341,-0.024924470333392,1.0,0.0,0.0008389261744966443,-0.7574904600220401,0.7323609691222405,0.6843818077451432
CYP2S1,-0.06034411851679355,-0.068458728343107,0.00811460982631345,1.0,0.0,0.0,0.2640183372242656,1.0,0.999999999916582
CYP2R1,0.05572547092938917,0.10661652013108922,-0.050891049201700046,1.0,0.0,0.0,-1.3625570054616085,0.4544803999810171,0.5389748919081223
CYP2J2,-0.026831215777168765,-0.06048871835383908,0.033657502576670315,1.0,0.0,0.0008389261744966443,0.9750499559066695,1.0,0.999999999916582
CYP2F1,0.0500220039829478,-0.08653301179911208,0.13655501578205986,1.0,0.0,0.0008389261744966443,4.011452357585749,1.0,0.999999999916582
CYP2E1,-0.009275324035085013,0.012964509982500694,-0.022239834017585707,1.0,0.0,0.0008389261744966443,-0.7377887566976646,0.7405211599371803,0.8951731575444306
CYP2D6,0.02973061135952599,0.02889642541050172,0.0008341859490242701,1.0,0.0,0.0025167785234899327,0.01864410473019866,1.0,0.8897709802553535
CYP2C9,0.09905298261659137,0.0643230915919438,0.034729891024647574,1.0,0.0,0.0,1.3442639978184685,1.0,0.999999999916582
CYP2C8,0.0784331726559481,-0.01572382306382381,0.0941569957197719,1.0,0.0,0.0,2.557706044035945,1.0,0.999999999916582
CYP8B1,-0.08978471900958729,-0.0425132803551778,-0.04727143865440949,1.0,0.0,0.0,-1.905102376759922,0.2456765341803159,0.3006374181616282
CYP7B1,0.02842934065234047,0.08689996892320019,-0.05847062827085972,1.0,0.0,0.0,-1.6795956139897066,0.3275629523024291,0.47441927038047105
CYP7A1,0.04827912728716481,0.03396436526483843,0.014314762022326379,1.0,0.0,0.0,0.5370232910627436,1.0,0.999999999916582
CYP51A1,-0.022488639095207888,-0.002140930806893845,-0.020347708288314042,1.0,0.0,0.003355704697986577,-0.6028475987800666,0.7923464096894376,0.6492488827005648
CYP4Z1,0.08432167480351332,-0.02294834926282479,0.10727002406633812,1.0,0.0,0.0,3.1451964666148267,1.0,0.999999999916582
CYP4X1,-0.0806610762534193,-0.10535120232073282,0.024690126067313523,1.0,0.0,0.0008389261744966443,0.7655232607406538,1.0,0.999999999916582
CYP4V2,0.07673824120360724,0.1427335171657172,-0.06599527596210995,1.0,0.0,0.0,-1.456309368665624,0.41778614654420226,0.3881120408849064
CYP4F8,0.4853910662230647,0.2307560384635639,0.2546350277595008,1.0,0.0,0.0,2.4313127133649424,1.0,0.999999999916582
CYP4F3,-0.033856782804035944,0.03383170311647723,-0.06768848592051317,1.0,0.0,0.0025167785234899327,-1.5033978991631953,0.3991248368005922,0.4042436027895467
CYP4F22,0.0027080126445661636,-0.08471415950454045,0.08742217214910661,1.0,0.0,0.0,3.229690105948602,1.0,0.999999999916582
CYP4F2,-0.10490732102015311,-0.12860976745335984,0.023702446433206723,1.0,0.0,0.010906040268456376,0.5485671408801658,1.0,0.999999999916582
CYP4F12,-0.08135428025954712,-0.07860390631264849,-0.0027503739468986294,1.0,0.0,0.0008389261744966443,-0.08242921789042465,0.9956681070050097,0.9438207246058707
CYP4F11,-0.3458184394215911,-0.26584133334628085,-0.07997710607531022,1.0,0.125,0.044463087248322146,-1.6549988641092066,0.3361647129644256,0.420715712545154
CYP4B1,-0.1551638229492106,-0.0968319193565924,-0.05833190359261821,1.0,0.0,0.0008389261744966443,-1.8583983350328395,0.26225101012422164,0.2539941806953183
CYP4A22,0.15296924714999535,0.056511431950783134,0.09645781519921222,1.0,0.0,0.0,3.155883921480665,1.0,0.999999999916582
CYP4A11,0.01263153922831707,-0.022016574540414675,0.034648113768731746,1.0,0.0,0.0,1.0566696556638193,1.0,0.999999999916582
CZIB,-0.19597408411006428,-0.21065180791452087,0.014677723804456588,1.0,0.0,0.0050335570469798654,0.49826909415169657,1.0,0.999999999916582
CYYR1,0.26155835771324454,0.11429781094858306,0.1472605467646615,1.0,0.0,0.0,1.353785133615346,1.0,0.999999999916582
CYTL1,0.10451436905513203,0.1560881173156591,-0.051573748260527075,1.0,0.0,0.0,-1.6256314719830258,0.34687788106724976,0.35601719732342074
CYTIP,0.0022775796047095637,-0.020047890204494694,0.02232546980920426,1.0,0.0,0.0008389261744966443,0.7975289778923517,1.0,0.999999999916582
CYTH4,-0.09890855348232064,-0.07361153646513284,-0.025297017017187798,1.0,0.0,0.0016778523489932886,-0.8250402473860271,0.6984350926257282,0.7348299434453901
CYTH3,-0.06881668265427812,-0.0409804472762933,-0.027836235377984825,1.0,0.0,0.0041946308724832215,-0.7339553624302853,0.741694851652973,0.7649712098879138
CYTH2,-0.1705297580525731,-0.08084915023278624,-0.08968060781978685,1.0,0.0,0.0008389261744966443,-3.0634901094971845,0.03532700066774764,0.1207328437082736
CYTH1,-0.05145658410008053,-0.06277182868010328,0.011315244580022754,1.0,0.0,0.0008389261744966443,0.31531574461368106,1.0,0.999999999916582
CYSTM1,0.09296029125422009,0.08963411208073785,0.003326179173482241,1.0,0.0,0.0,0.11464194627766706,1.0,0.999999999916582
CYSRT1,-0.0649952535400889,-0.06989738082838166,0.004902127288292771,1.0,0.0,0.0,0.13840507786603573,1.0,0.999999999916582
CYSLTR2,0.11876977803036487,0.03264979655120289,0.08611998147916197,1.0,0.0,0.0008389261744966443,2.6849123328206774,1.0,0.999999999916582
CYSLTR1,0.060422471148577905,0.04041432341616402,0.020008147732413883,1.0,0.0,0.0008389261744966443,0.7485611541807071,1.0,0.999999999916582
CYS1,-0.3959976692592958,-0.22164618684711507,-0.17435148241218074,1.0,0.125,0.02936241610738255,-3.5479401317489327,0.011645899804657156,0.029885199673536207
CYRIB,0.040063086934996384,0.09904488236321593,-0.05898179542821955,1.0,0.0,0.0041946308724832215,-1.1136916521942621,0.5669718766105231,0.5295896450876125
CYRIA,0.11415255099017688,0.14758677804107956,-0.03343422705090268,1.0,0.0,0.0025167785234899327,-0.9214106265479508,0.6564505497976014,0.8310947359252379
CYREN,0.04101743460101051,0.02670054586794681,0.0143168887330637,1.0,0.0,0.0008389261744966443,0.4763314105031498,1.0,0.999999999916582
DALRD3,-0.049382313754525155,-0.08937622543640829,0.03999391168188313,1.0,0.0,0.0008389261744966443,1.369730164312344,1.0,0.999999999916582
DAGLB,-0.09913966340115973,-0.10731060694901345,0.00817094354785372,1.0,0.0,0.0050335570469798654,0.22494750520686208,1.0,0.9326113477981611
DAGLA,-0.0459910198054229,-0.05188251478769239,0.005891494982269485,1.0,0.0,0.0008389261744966443,0.1863810124670295,1.0,0.9938479177590818
DAG1,-0.06995942777320817,-0.027749439143466163,-0.042209988629742005,1.0,0.0,0.0,-1.4021611377807917,0.4402125072732087,0.4183049627873996
DAD1,-1.76084185534129,-1.8621777959801409,0.10133594063885099,1.0,1.0,0.9966442953020134,0.9424855945622441,1.0,0.999999999916582
DACT3,-0.13463222511276957,-0.17030889867295074,0.03567667356018117,1.0,0.0,0.00587248322147651,0.9556130426372469,1.0,0.999999999916582
DACT2,0.07697732748372312,0.10821763889243648,-0.03124031140871336,1.0,0.0,0.0,-0.9125236827847422,0.6592105653453036,0.866444425095508
DACT1,0.1286622712877474,0.06053765625287685,0.06812461503487055,1.0,0.0,0.0016778523489932886,2.316740010642074,1.0,0.999999999916582
DACH2,0.062416473333770525,0.024031546388572765,0.03838492694519776,1.0,0.0,0.0,1.3495901912926602,1.0,0.999999999916582
DACH1,-0.06809914724916745,-0.1229652203067489,0.054866073057581455,1.0,0.0625,0.006711409395973154,1.559778113706245,1.0,0.999999999916582
DAB2IP,0.17168778075219293,0.19497459587219335,-0.023286815120000415,1.0,0.0,0.0,-0.7236333240603585,0.7463251230054296,0.8064282786608352
DAB2,0.16010222558832723,0.08890647276044322,0.07119575282788401,1.0,0.0,0.0,2.5533170264589655,1.0,0.999999999916582
DAB1,0.020060884749242745,-0.06276727413599073,0.08282815888523348,1.0,0.0,0.0008389261744966443,3.125270680458739,1.0,0.999999999916582
DAAM2,0.0041907679452815455,0.06249295584455032,-0.058302187899268776,1.0,0.0,0.0,-1.069356890065723,0.5898431272998802,0.86413484647818
DAAM1,0.13046736276382004,0.10374296838139216,0.02672439438242788,1.0,0.0,0.0,0.9157208833775193,1.0,0.999999999916582
D2HGDH,0.01167897507973455,-0.013768303378217916,0.025447278457952464,1.0,0.0,0.0,0.7091009311603166,1.0,0.999999999916582
DAZAP2,-0.15488762528799113,-0.08813988551364448,-0.06674773977434666,1.0,0.0,0.0016778523489932886,-1.973360442035698,0.22570495140210267,0.11864267063764615
DAZAP1,-0.34308092074911134,-0.2495592175697836,-0.09352170317932773,1.0,0.0625,0.07130872483221476,-1.533801435266658,0.3854896624838713,0.2713265819281087
DAW1,0.08971466279997353,0.05645315407536833,0.033261508724605204,1.0,0.0,0.0,1.290035251157541,1.0,0.999999999916582
DARS2,-0.49314468479973383,-0.345698248010639,-0.14744643678909486,1.0,0.25,0.17953020134228187,-1.942345368429216,0.23270861033747994,0.0979557429791952
DARS1,-1.4895167205616873,-1.5422259958378353,0.05270927527614799,1.0,1.0,0.9941275167785235,0.6479913588246041,1.0,0.999999999916582
DAPP1,-0.03236879288570443,0.024789361486446813,-0.05715815437215124,1.0,0.0,0.0,-1.732274802766054,0.30630337868582774,0.38273330214899715
DAPL1,-0.06129696883224616,-0.04528316486993024,-0.01601380396231592,1.0,0.0,0.0008389261744966443,-0.5076187198184202,0.833550746576352,0.8721517105153708
DAPK3,-0.05894906372687821,0.008046088072056473,-0.06699515179893469,1.0,0.0,0.0,-1.7990548773108759,0.2818680975773661,0.2873406885342804
DAPK2,-0.06761247751253284,-0.06126978917810167,-0.006342688334431169,1.0,0.0,0.0008389261744966443,-0.21049013508815959,0.9547466673521899,0.7599541438191612
DAPK1,0.003189690237560402,0.030193171217164697,-0.027003480979604297,1.0,0.0,0.0,-0.7783290438100678,0.7198930140608583,0.78363144033005
DAP,-0.09787528845183087,-0.1501058185642346,0.052230530112403736,1.0,0.0,0.007550335570469799,1.3916699516895774,1.0,0.999999999916582
DAOA,0.1197696477707775,0.04784244909459375,0.07192719867618375,1.0,0.0,0.0016778523489932886,1.8754875457833593,1.0,0.999999999916582
DAO,-0.05244543740303244,-0.09158239038375332,0.03913695298072088,1.0,0.0,0.0016778523489932886,1.2180336874989974,1.0,0.999999999916582
DAND5,-0.08765355296474225,-0.1597698448967735,0.07211629193203126,1.0,0.0,0.0050335570469798654,2.023587688646493,1.0,0.999999999916582
DCAF10,-0.12918131740866381,-0.1406911514002711,0.011509833991607293,1.0,0.0,0.00587248322147651,0.31909892248648636,1.0,0.9877373940531017
DCAF1,-1.740661806447107,-2.0337225721753396,0.2930607657282325,1.0,1.0,1.0,0.8752828186274154,1.0,0.999999999916582
DBX2,-0.06090221850408421,-0.12048924443217544,0.05958702592809123,1.0,0.0,0.0050335570469798654,1.7075283458938215,1.0,0.999999999916582
DBX1,0.0724503968697616,0.19063372704972756,-0.11818333017996596,1.0,0.0,0.0,-1.0089880665516087,0.6165106066690544,0.42212801859181387
DBT,-0.03129402174236978,-0.09570012661734083,0.06440610487497105,1.0,0.0,0.0008389261744966443,2.111418688485544,1.0,0.999999999916582
DBR1,-2.4442228115795475,-2.3445778429095987,-0.09964496866994876,1.0,1.0,0.9966442953020134,-0.7646085993369308,0.7283061421459935,0.4919289191425115
DBP,-0.096319998149121,-0.1209543370194582,0.024634338870337197,1.0,0.0,0.003355704697986577,0.6891757620011939,1.0,0.999999999916582
DBNL,-0.06183064082376405,-0.029310119086868276,-0.03252052173689578,1.0,0.0,0.0008389261744966443,-0.9702483021712638,0.631279524941355,0.5175989602326151
DBNDD2,0.1595758786867706,0.15331334753140216,0.006262531155368428,1.0,0.0,0.0,0.22686217248877924,1.0,0.999999999916582
DBNDD1,-0.20539514557745053,-0.13533191473610637,-0.07006323084134417,1.0,0.0,0.006711409395973154,-1.8494772497622785,0.2646182295554672,0.32497053396177283
DBN1,-0.03352598764635527,-0.02783922536236248,-0.005686762283992789,1.0,0.0,0.0,-0.17291798670136768,0.9689044801560128,0.9927202171565571
DBI,-0.15491570189860351,-0.13435086717070996,-0.020564834727893555,1.0,0.0,0.0041946308724832215,-0.6327814801484862,0.7807442933173687,0.8995951377441378
DBH,0.03757357984890151,0.04832960097753621,-0.010756021128634705,1.0,0.0,0.0,-0.4307739538248006,0.8653685330448868,0.8729663408263872
DBF4B,-0.12507526782012873,-0.13148855111315888,0.0064132832930301475,1.0,0.0,0.00587248322147651,0.15050082851333202,1.0,0.999999999916582
DBF4,-0.5965722365514985,-0.8946083659489011,0.29803612939740265,1.0,0.4375,0.7625838926174496,2.9540897128209336,1.0,0.999999999916582
DAZL,-0.1240293714354651,-0.10555804240832374,-0.018471329027141353,1.0,0.0,0.015100671140939598,-0.44671308507367924,0.8590888362001609,0.8075932872042617
ACP6,-0.05003266366683102,-0.035000751776041596,-0.015031911890789423,1.0,0.0,0.0,-0.5221686726631399,0.8275316785924602,0.6355953983020034
ACP5,0.009793650606841895,0.015267340005416354,-0.0054736893985744585,1.0,0.0,0.0,-0.21786662887291922,0.9513128608141742,0.999999999916582
ACP4,0.0955215017244182,0.05652473150845458,0.03899677021596362,1.0,0.0,0.0,1.2494523660868802,1.0,0.999999999916582
ACP3,0.14876838210150872,0.052186385376799205,0.09658199672470952,1.0,0.0,0.0016778523489932886,1.9051673811044267,1.0,0.999999999916582
ACP2,0.0865612712302948,0.04882490266276933,0.03773636856752548,1.0,0.0,0.0,1.1530442544538737,1.0,0.999999999916582
ACP1,0.12251907060394726,0.15229040823224618,-0.02977133762829892,1.0,0.0,0.0008389261744966443,-0.8913173201090727,0.6674596654515286,0.7748316434782955
ACOXL,-0.09550160776611938,-0.15326602596058103,0.05776441819446165,1.0,0.0,0.0025167785234899327,1.8224927319070254,1.0,0.999999999916582
ACOX3,0.029472428253533637,0.047518584077922005,-0.018046155824388368,1.0,0.0,0.0,-0.5992191813886886,0.7944663455072224,0.736471243911968
ACOX2,-0.05635706178806662,-0.06584693116300132,0.0094898693749347,1.0,0.0,0.0008389261744966443,0.27170252060282407,1.0,0.9298913285189132
ACOX1,-0.11504130011276287,-0.16789577955448517,0.05285447944172231,1.0,0.0,0.03691275167785235,0.9710658517634249,1.0,0.999999999916582
ACOT9,0.0787509230044048,0.08234361589941586,-0.00359269289501106,1.0,0.0,0.0,-0.11974699075135249,0.9866571241023456,0.8574036904887509
ACOT8,0.06154189546026628,0.0462254770468225,0.015316418413443784,1.0,0.0,0.0,0.45303698142365323,1.0,0.999999999916582
ACOT7,0.04795643683065468,0.0643932977539801,-0.01643686092332542,1.0,0.0,0.0,-0.5023320039529108,0.8362578182837074,0.942205049128652
ACOT6,-0.009825918916775363,-0.04098258042312703,0.031156661506351668,1.0,0.0,0.0,1.018165315489351,1.0,0.999999999916582
ACOT4,-0.15453759793489832,-0.12810906341551348,-0.026428534519384844,1.0,0.0,0.006956521739130435,-0.6206710042848452,0.7840191607950261,0.6876834727664011
ACOT2,0.09434502240337062,0.05377267714979804,0.040572345253572575,1.0,0.0,0.0008389261744966443,0.9550263529613561,1.0,0.999999999916582
DCAF8L1,0.04424543803687171,0.06246463773727087,-0.01821919970039916,1.0,0.0,0.0,-0.6598200119596668,0.7711143259241522,0.8152079576012596
DCAF8,-0.036348249741269316,-0.06910442610670091,0.03275617636543159,1.0,0.0,0.006711409395973154,0.8039714159274098,1.0,0.999999999916582
DCAF7,-0.8117142004164715,-0.7793299755971977,-0.03238422481927372,1.0,0.5,0.5972222222222222,-0.0821043957501291,0.9956681070050097,0.970317251002739
DCAF6,-0.23787851749742378,-0.2708081370259387,0.03292961952851492,1.0,0.0,0.024328859060402684,0.8742235810622504,1.0,0.999999999916582
DCAF4L2,0.00013925536530111186,-0.06053197710297166,0.06067123246827277,1.0,0.0,0.0008389261744966443,2.118434268986004,1.0,0.999999999916582
DCAF4L1,-0.030995276245322705,-0.009038414041295502,-0.021956862204027205,1.0,0.0,0.0,-0.7975308569116485,0.7117955680776908,0.651703262576282
DCAF4,-0.24257917609782545,-0.15938797312379394,-0.08319120297403151,1.0,0.125,0.008389261744966443,-2.292595600246081,0.14147348374398874,0.37902454547219894
DCAF17,0.009204335913990315,-0.0039343901437428564,0.013138726057733172,1.0,0.0,0.0,0.46315604788504616,1.0,0.9318733978914551
DCAF16,-0.0005796245139240985,0.05855359462687875,-0.05913321914080285,1.0,0.0,0.0,-2.4538085024862446,0.10857195108410973,0.2713265819281087
DCAF15,-0.26223362277335194,-0.24066522801951992,-0.021568394753832015,1.0,0.0,0.0738255033557047,-0.35955504288238943,0.896679888250878,0.5706959061823406
DCAF13,-1.9663406301390731,-2.510661067106106,0.5443204369670327,1.0,1.0,1.0,1.3596098117851227,1.0,0.999999999916582
DCAF12L2,0.0635405172814652,0.07882944509001971,-0.015288927808554509,1.0,0.0,0.0,-0.5442881989864208,0.8182950085159177,0.8702554655968787
DCAF12L1,0.17711158341903804,0.15047709279632632,0.026634490622711726,1.0,0.0,0.0008389261744966443,0.8293244768647229,1.0,0.999999999916582
DCAF12,-0.09649289021395728,-0.02787163768142229,-0.06862125253253498,1.0,0.0,0.0041946308724832215,-1.6634276952299814,0.3324512479717959,0.3931302078111945
DCAF11,-0.05379751251901499,-2.7279505724916382e-05,-0.05377023301329007,1.0,0.0,0.0008389261744966443,-1.7547911365906788,0.2984017824590183,0.26831929612821726
DCLK2,-0.04900198627372855,0.0014458808332830507,-0.0504478671070116,1.0,0.0,0.0,-1.6647032298269593,0.3318211312593584,0.5901210247150971
DCLK1,-0.08443551315453417,-0.10836740730158005,0.023931894147045885,1.0,0.0,0.0025167785234899327,0.6540664961692524,1.0,0.999999999916582
DCK,0.0568210947715433,-0.0008022819673195541,0.05762337673886285,1.0,0.0,0.0,2.2473707105014786,1.0,0.999999999916582
DCHS2,0.08517709662194586,0.06684449427109691,0.01833260235084895,1.0,0.0,0.0,0.6335494896329696,1.0,0.999999999916582
DCHS1,0.01286339660131968,-0.013469008133306901,0.026332404734626582,1.0,0.0,0.0008389261744966443,0.6308025266307924,1.0,0.999999999916582
DCDC2C,0.007004281232307848,-0.05986990983493655,0.0668741910672444,1.0,0.0,0.013888888888888888,0.5168675439281523,1.0,0.999999999916582
DCDC2B,-0.11093300531004371,-0.12904878686888338,0.018115781558839666,1.0,0.0,0.003355704697986577,0.5634700677881744,1.0,0.999999999916582
DCDC2,-0.09980776740676374,-0.07033526913969795,-0.029472498267065786,1.0,0.0,0.0,-1.1151904151585796,0.5663882890209243,0.42754044674586944
DCDC1,0.15220226913639395,0.17146185557983762,-0.019259586443443666,1.0,0.0,0.0008389261744966443,-0.6248966574686965,0.7830782717189649,0.6976413975979228
DCD,0.00554983273049961,-0.05490742669418207,0.06045725942468168,1.0,0.0,0.0,2.1358941485835574,1.0,0.999999999916582
DCC,0.10546194127086583,0.08958869840470961,0.015873242866156226,1.0,0.0,0.0,0.5722703123071641,1.0,0.999999999916582
DCBLD2,0.012623429847972245,0.07722691679829988,-0.06460348695032764,1.0,0.0,0.0,-2.204568325622256,0.16404029275618992,0.260830968445534
DCBLD1,0.1386754034429498,0.10199824151688414,0.036677161926065655,1.0,0.0,0.0,1.652467914748769,1.0,0.999999999916582
DCANP1,-0.023241065229094093,-0.07960156506873624,0.05636049983964214,1.0,0.0,0.0008389261744966443,1.9226558047099107,1.0,0.999999999916582
DCAKD,-0.1509822725286588,-0.20334052480632325,0.05235825227766444,1.0,0.0,0.01929530201342282,1.2418080225410013,1.0,0.999999999916582
DCAF8L2,0.05567468188936128,-0.01717918036007613,0.0728538622494374,1.0,0.0,0.0,2.244451815227222,1.0,0.999999999916582
DCTN2,-0.9552939171536253,-0.8530945337344599,-0.10219938341916546,1.0,1.0,0.8557046979865772,-1.5843571236654497,0.3632811224916786,0.23781833217383966
DCTN1,-0.4860994767667477,-0.4266850426887893,-0.05941443407795838,1.0,0.3125,0.16275167785234898,-1.2717069562643153,0.49194642698439306,0.42905508462902103
DCTD,0.07451761616379049,0.030001214086261455,0.044516402077529035,1.0,0.0,0.003355704697986577,1.3306917651121446,1.0,0.999999999916582
DCT,0.11590764444908576,0.006876562042009686,0.10903108240707607,1.0,0.0,0.0,3.7270317876175922,1.0,0.999999999916582
DCSTAMP,0.09639443562057899,0.08425794437383698,0.012136491246742015,1.0,0.0,0.0,0.38676029137002677,1.0,0.999999999916582
DCST2,-0.1316450898967885,-0.1661582704126918,0.0345131805159033,1.0,0.0,0.0041946308724832215,1.142843765468715,1.0,0.999999999916582
DCST1,-0.07185169309038698,-0.09027415983208852,0.018422466741701532,1.0,0.0,0.0025167785234899327,0.516615399650254,1.0,0.999999999916582
DCPS,-0.43724903736496534,-0.2148580830722312,-0.22239095429273414,1.0,0.1875,0.125,-2.728339897247684,0.06805143741180837,0.06233820726428928
DCP2,-0.2221318504525428,-0.22693854977494365,0.004806699322400854,1.0,0.0,0.06795302013422819,0.07865503410015855,1.0,0.7672310541124384
DCP1B,0.07882813080624126,0.03256875545933583,0.04625937534690543,1.0,0.0,0.0,1.7056054097646516,1.0,0.999999999916582
DCP1A,-0.06471310593200415,-0.1919710040881696,0.12725789815616545,1.0,0.0,0.05555555555555555,0.6554660169901424,1.0,0.999999999916582
DCN,0.08389950584009287,0.08568248566153694,-0.0017829798214440695,1.0,0.0,0.0,-0.06358783679887607,1.0,0.952660557917745
DCLRE1C,0.0007040440394387483,-0.005914406573073813,0.006618450612512561,1.0,0.0,0.0008389261744966443,0.196858101745826,1.0,0.999999999916582
DCLRE1A,0.040083249773555055,0.03730450434954382,0.002778745424011235,1.0,0.0,0.0,0.09102992398458404,1.0,0.999999999916582
DCLK3,-0.0367149052593189,-0.06843879543281794,0.031723890173499046,1.0,0.0,0.0,1.0686337090252624,1.0,0.999999999916582
DDB1,-2.087595715298029,-2.1011635319382633,0.01356781664023421,1.0,1.0,1.0,0.1402465557090205,1.0,0.999999999916582
DDAH2,-0.036068284169825694,0.027237983400088324,-0.06330626756991402,1.0,0.0,0.0,-2.043516867507999,0.20490720446894842,0.16125172141955899
DDAH1,0.05439972397725107,0.08438475804090904,-0.029985034063657975,1.0,0.0,0.0,-1.0228239167158768,0.6083436645077338,0.6187074930557326
