gene,pearson_r,p_value
LEMD3,-0.007535182662108916,0.7936085546037851
HOXC13,-0.007538070308904433,0.793531247918579
RNFT2,-0.007545871924082317,0.7933223969791353
ANKRD34C,-0.007560566417703593,0.7929290623924724
PYHIN1,-0.007562579889070952,0.7928751709311741
RGS16,-0.007568166624500987,0.7927256446347538
ESR1,-0.007569118591764188,0.7927001664460813
HOXB3,-0.007577405910897114,0.7924783762687687
ZBTB7A,-0.007626146285929457,0.7911742971795376
PLEKHB2,-0.007631508434296063,0.7910308651264275
MAP3K19,-0.007658105304970426,0.7903195302491398
SRRM4,-0.007659854233724654,0.790272761152307
CRABP2,-0.007663563069068615,0.7901735835769456
TACC2,-0.007670206425900095,0.7899959427573171
ZCCHC7,-0.007672372897599656,0.7899380144892616
NAAA,-0.007686611895832979,0.7895573134755116
MALT1,-0.007689053641095317,0.7894920347835321
PMM1,-0.00768963214468613,0.7894765690302602
NCLN,-0.007693205469230948,0.7893810413718132
RCE1,-0.0077009969837047165,0.7891727574782049
PRDX4,-0.007717592972547312,0.7887291612781211
NALCN,-0.00772202844590579,0.7886106165508902
MLNR,-0.007728537611997921,0.788436658104311
SETD2,-0.007741326670720426,0.7880948992757474
RNF157,-0.007747588553820974,0.7879275793869894
LAMTOR1,-0.007752212405616062,0.7878040345879497
TMEM151B,-0.007762969618595089,0.7875166330121534
ZNRF2,-0.007765044533160234,0.7874612006276085
FBLN7,-0.0077796327445793225,0.7870714996078726
SHKBP1,-0.007781542842005653,0.7870204783135064
SCGB1D1,-0.007783862200325727,0.7869585263328275
CPPED1,-0.007792909291957155,0.7867168839013217
C8orf34,-0.007814406994874816,0.786142775375757
HSPA12B,-0.007820269260651217,0.785986240331988
KLC1,-0.00782271091150621,0.785921045576589
HTRA3,-0.007824663615320053,0.7858689073223875
LIPG,-0.007834301699427226,0.785611579288435
ZYG11A,-0.007837682873568945,0.7855213105718661
ZNF517,-0.007845100631372318,0.7853232854704213
CLCN2,-0.00785151859574313,0.7851519621359053
HNF4A,-0.007851778870634707,0.7851450144882548
DPP3,-0.007858895306474501,0.7849550585386034
EFR3B,-0.00787054909438454,0.7846440166385408
PMAIP1,-0.007878574881612163,0.784517049258116
INSR,-0.007886868830922458,0.7842084973909778
FZD9,-0.007887833286606964,0.7841827614016467
EXOC2,-0.007899166489591831,0.7838803585482232
HS3ST4,-0.007902273356512,0.7837974639835481
ILKAP,-0.007909031326759656,0.7836171625024253
CNKSR3,-0.00791958342411537,0.7833356575711007
ZNF667,-0.007921087903994461,0.7832955239223303
CATSPER4,-0.007931305260517371,0.7830229799858766
CCNO,-0.007932887506608186,0.7829807765754601
SPSB2,-0.007954748020553359,0.7823977542039587
MED7,-0.007974311587598128,0.7818760951537435
RRAGC,-0.007978669312051009,0.7817599105383893
RUNDC3A,-0.00798825342187136,0.781504398392148
SLC25A23,-0.008010549509164274,0.7809100763958536
PELI1,-0.008011063988664266,0.780896363995348
SRCAP,-0.008016628692404387,0.7807480525297225
NPFF,-0.00803190970081804,0.7803408213871382
PARN,-0.008034612025120633,0.7802688120706638
SIGLEC1,-0.008041925635207578,0.7800739344450182
ACTN2,-0.008045188555297574,0.7799869954972775
SPATA17,-0.008047878519252158,0.7799153247586382
MC3R,-0.008052735724927707,0.7797859152967304
CATSPERB,-0.008080616401475489,0.7790432145645442
ELL,-0.008080657236040033,0.7790421269386268
METTL13,-0.008109858284263697,0.7782644697243928
TMEM250,-0.008116248746389157,0.7780943139745242
CDH8,-0.008156185747799832,0.7770311717343418
IL16,-0.008162344982503043,0.7768672469939181
C6orf58,-0.008167894537164912,0.7767195570597845
ADGRB3,-0.008174203485194754,0.7765516672305074
ARL10,-0.008175291550044827,0.7765227133743684
SKIL,-0.008179486245478656,0.7764110936948038
HMSD,-0.00819452947578589,0.7760108354542847
DEDD2,-0.008196006735293825,0.7759715329164701
GPR176,-0.008227258738707548,0.7751402067640745
CCNA1,-0.00822857073623786,0.7751053122920482
PCMTD1,-0.008230955600567878,0.7750418845373419
HOXC11,-0.00823137006385572,0.775030861641498
GFRA4,-0.008236966919126013,0.7748820144061933
CEP290,-0.008239365800325601,0.7748182191745415
PGPEP1L,-0.008260333994610217,0.7782159939532508
GPR39,-0.00827441571007373,0.7738862842185384
TBCA,-0.00828572352572042,0.7735856923565662
SPAG17,-0.008288712230352139,0.7735062502898917
RNASE1,-0.008295298998475732,0.7733311772965018
GALR3,-0.0083009336913274,0.7731814191268455
PPP1R14D,-0.008301274615774382,0.7731723583495902
TBL2,-0.008321809906439204,0.7726266472135698
CDX2,-0.008331066004395633,0.7723807095113939
MTPN,-0.008334653899422464,0.7722853840478786
RETSAT,-0.00833985629317324,0.7721471696583845
TMEM150B,-0.008342963038016718,0.7720646347811756
DNAJA1,-0.008343008820155247,0.772063418536023
NES,-0.008349196537167114,0.7718990412181533
LRRC51,-0.008350387528929134,0.7718674035767585
RAB14,-0.008357910920302908,0.7716675601051722
OR2Z1,-0.008376628088119228,0.7823613215722288
TAS2R9,-0.008383478907520996,0.7709885120870964
NRARP,-0.008390804380758454,0.7707939905999859
WFDC10A,-0.00839633436984611,0.770647156147616
PRKAG2,-0.008397775615806562,0.7706088889644828
CRHBP,-0.008398860337723064,0.7705800883827135
GPRC5A,-0.008408263050798701,0.7703304490623923
TAS2R3,-0.008415576907131815,0.7701362847159744
FGFBP2,-0.008425410760811217,0.7698752435100574
RNF215,-0.008430862031892701,0.7697305498715193
MTMR4,-0.008432019124030236,0.7696998380881152
NASP,-0.00846018047399917,0.7689524849568454
DENND4C,-0.00846283795959412,0.7688819709809888
ZNF430,-0.008464490295214412,0.7688381287129659
S100A11,-0.008469773002563507,0.7686979648851829
OR2T12,-0.008480921596889119,0.7840096799372038
TFEC,-0.008488404559968648,0.7682036820040001
ZSCAN31,-0.008497719790178394,0.7679565903938051
PARP3,-0.008501130004189953,0.7678661384770908
NEIL3,-0.008519868336254083,0.7673691826227258
SNX14,-0.008521093396769472,0.7673366963428717
TBC1D31,-0.008523664989239933,0.7672685039193835
PSMD5,-0.008529528056270715,0.7671130362676358
ZBTB40,-0.008529706902712132,0.7671082940442139
MRC2,-0.008546885329859337,0.7666528381049761
GMNN,-0.008550740092689404,0.7665506468680686
COBLL1,-0.008553459339441159,0.7664785610361825
ZNF527,-0.008557301172544496,0.7663767194589698
TMEM106A,-0.00856589149850694,0.7661490166203435
FIZ1,-0.0085716177581307,0.765997242482407
SPATA31A1,-0.008575705462725474,0.7816564993078403
TMEM252,-0.008584195781031529,0.7656638943030675
USP4,-0.008588144680501815,0.7655592478043507
CCL11,-0.008594014788571445,0.7654036968531962
DEGS1,-0.00859452066003935,0.7653902922971402
E2F2,-0.008597549577683208,0.7653100336617639
FJX1,-0.008600608423037597,0.7652289845719319
MAN2C1,-0.00860360993996983,0.7651494569876568
SLC52A3,-0.008625226706471766,0.7645767766062685
H2BW2,-0.008625254388814771,0.7645760433164613
KIF20A,-0.008654900367352763,0.7637908590358776
PROKR2,-0.008655116709823,0.7637851300191735
THNSL2,-0.00865982545830393,0.7636604397248327
ADH7,-0.008664125697723938,0.7635465723273013
SYT17,-0.008666287593164458,0.7634893287446821
C19orf25,-0.008673495317490666,0.7632984889002732
AAGAB,-0.008698564771691219,0.7626348336767377
ARHGEF1,-0.008699466852141402,0.7626109564494412
TMEM39A,-0.008703386788116054,0.762507202024666
DHX9,-0.008714548900375695,0.762211782150492
MYOZ3,-0.008727164679351114,0.7618779307422899
EQTN,-0.008734015882052006,0.7616966458777445
ZNF416,-0.008738019351225498,0.7615907189362259
PITPNB,-0.00874927449981809,0.7612929452573787
C12orf56,-0.008750169444736958,0.7612692695155353
PSORS1C2,-0.00875521848974784,0.7611357013594959
PLEKHB1,-0.008769065692070411,0.7607694219927689
FBXW12,-0.008781286966721164,0.7604461953475471
APEX2,-0.008781411981759555,0.7604428891821631
ATAD3C,-0.008787035285218977,0.7602941790239209
NAT1,-0.008802785819638182,0.7598776979369787
CNN3,-0.008839709935227702,0.7589016104176926
PDZRN4,-0.008841283313771688,0.7588600267282629
KRTAP15-1,-0.008859655840050138,0.7583745006794052
NPM3,-0.008860633312810947,0.7583486719212367
ERICH6B,-0.00887390301681983,0.7579980596791999
SPR,-0.008878433065805099,0.7578783780610787
ZCCHC17,-0.008878803277634007,0.7578685975067186
VCF1,-0.00889070559951421,0.757554173014336
SLIT2,-0.008890962829316328,0.7575473781982396
OR2G3,-0.008896270822596104,0.7692313284799606
SLC25A16,-0.008900335754841216,0.7572998018259529
GPATCH3,-0.00890864444343882,0.7570803569901076
OR1C1,-0.008937414219350903,0.7681945072850282
NTF4,-0.008937840462574025,0.7563094018722215
OR5K4,-0.008938392682870944,0.7681698548565855
ADRA2C,-0.00894174516335238,0.7562063120164709
CHAC1,-0.008944662946314063,0.7561292810748518
CDHR2,-0.008954627211316585,0.7558662377068168
HS1BP3,-0.008960064483220335,0.755722712862407
SLC5A7,-0.008963371041703028,0.7556354354707498
HES7,-0.00896961006599904,0.7554707634353842
VIL1,-0.008977122131096698,0.7552725056420175
ABCA13,-0.008988314590203321,0.7549771450619707
PREX2,-0.008989183382673092,0.7549542197777296
KLHL8,-0.008990905979389894,0.754908765348882
FRYL,-0.008995773586396234,0.7547803276241732
SH2D4A,-0.008998822955534136,0.7546998697643462
ADGRA3,-0.009002593009724509,0.754600400244264
ICAM5,-0.00900772117426415,0.7544651047184758
PLEKHM1,-0.009030842808681059,0.7538551839300884
RBP1,-0.009041470691871709,0.7535748846239523
AKAP12,-0.009050677040305986,0.7533321030227903
TMEM238,-0.009063786736863024,0.7529864278522208
KLF3,-0.009065717902069517,0.7529355112582835
ZNF608,-0.009066601554508245,0.7529122134684031
RNF113A,-0.009077468154660795,0.7526257303301501
EYA4,-0.009092122821315132,0.7522394338591447
XCL2,-0.009093074881252657,0.768847552731432
C20orf96,-0.009094128993555292,0.7521865560535853
TGFBR3,-0.009101395589793759,0.7519950360313435
PRRG4,-0.009110245628583528,0.7517618030451215
PPP1R12C,-0.009115244008665781,0.751630086268796
DUOX2,-0.009119163904936634,0.7515267946375318
PKHD1,-0.00913315775194046,0.7511580846051382
SNED1,-0.009150973562474612,0.7506887555445789
PTPN11,-0.009167079368293186,0.750264553105903
INSRR,-0.00917080339232538,0.75016647870405
SLC22A15,-0.009183747583243994,0.7498256170698383
H1-8,-0.009192758614735232,0.7495883568072306
TNC,-0.009203703006157042,0.7493002230462494
OPALIN,-0.009204978667043374,0.7492666409058097
TREML2,-0.009213852138452088,0.7490330573557256
LTO1,-0.009218528931110633,0.7489099556197828
SCP2D1,-0.00922178427633614,0.7488242727518533
ERCC6L,-0.009228288771976198,0.7486530793452648
DSP,-0.00923720549800317,0.748418417967073
TASOR,-0.009247394902429752,0.7481502920181619
SLC5A8,-0.009259896412590854,0.7478213664330339
COL4A1,-0.009269359448203089,0.7475724162338463
SORCS2,-0.009271204324581592,0.7475238849394316
TPM1,-0.0092782383415638,0.7473388573504625
USP26,-0.009313727286341947,0.7464055538348047
EIF1AX,-0.009317245630440379,0.7463130471236575
PACRGL,-0.009324142480648162,0.7461317210127925
PRR27,-0.009335634670172547,0.7458296093482761
MMP9,-0.009343594474329312,0.7456203814364374
FAM20C,-0.009345747335837203,0.7455637954839951
ZNHIT2,-0.00935964535877213,0.7451985319444678
IVD,-0.009362302862569854,0.7451286947646377
ITFG1,-0.009374882495911598,0.7447981399631143
SELPLG,-0.009376685419709754,0.7447507684107822
SLC8B1,-0.009387851903572535,0.7444573922098883
LYSMD4,-0.009391557818754741,0.7443600351575763
NTN4,-0.009396149557894832,0.7442394125334748
PAXX,-0.009410779217214504,0.7438551407128148
SLC31A2,-0.009414476004908119,0.7437580486434396
LGALS8,-0.009424534779319343,0.7434938865801364
MOB1A,-0.00943525416204055,0.7432124089059827
PPP1R3G,-0.009455991466819696,0.7426679703715757
TUBA1B,-0.009466222823932896,0.7423994030002937
GNPTAB,-0.009482490216498338,0.7419724575883144
MARK4,-0.009487232319800464,0.7418480137653711
CHN2,-0.00950212249236379,0.7414573048262578
NCKAP1L,-0.009526152790119029,0.7408269050643235
HECTD4,-0.009531166474031304,0.9357631334999192
OR5M8,-0.009542838499300155,0.7529864865565974
DEPTOR,-0.009564082946478784,0.7398322165168237
IRX4,-0.009596147680322057,0.7389916828339312
FOXO4,-0.009598302649712415,0.7389352043781036
LRRC42,-0.00960472815239546,0.7387668101193426
BMP7,-0.00960726621238088,0.7387002981899934
IFI6,-0.009612403469208554,0.7385656781672594
UFSP2,-0.00962293390044056,0.7382897569150273
WDFY2,-0.009625164503110883,0.738231314370733
GPR50,-0.009630932977063439,0.7380801854088203
DES,-0.009642697310899395,0.7377720015112489
KIFC3,-0.009644376238660804,0.7377280229789928
PCDHB13,-0.009650265015608984,0.7375737766846774
SLC4A10,-0.009652607540367971,0.7375124212471922
CDCA7,-0.00965326293687699,0.737495255392766
CIC,-0.0096673195417494,0.7371271225299444
CENPW,-0.009669115256038547,0.7370800983385903
PIGO,-0.009679731874439192,0.7368021021029862
CLINT1,-0.009685906121214753,0.7366404452200405
NECAB1,-0.009693409840244034,0.7364439951722378
WASF2,-0.009700690650969252,0.7362533973893507
PPEF2,-0.009719540367450067,0.7357600229775919
NSMCE1,-0.009720849691939489,0.7357257566242745
MUC22,-0.009736152066337364,0.7353253168763355
IPCEF1,-0.009739270971544863,0.7352437087033582
ZSWIM1,-0.009755241278454571,0.7348258820793557
TENT4A,-0.009770299074446332,0.7344320010036386
C2CD6,-0.009773175095031311,0.7343567781333828
KRIT1,-0.009773522090718164,0.73434770256671
ME2,-0.00979171795603252,0.7338718471968031
KLF4,-0.009795406189526356,0.7337754055390838
KTN1,-0.009795767752285887,0.7337659514523909
GALR1,-0.009798598653459653,0.7336919308834249
DERL2,-0.009824665188384983,0.7330104762941976
TMEM262,-0.00983210615559907,0.7328159864246873
TIFAB,-0.009839683760073152,0.7326179427770422
VKORC1,-0.009843376048020686,0.7325214498334114
H2AC8,-0.009844504331876964,0.7324919645055793
MX1,-0.009844710281738311,0.732486582481253
RAB3IL1,-0.009858365077448483,0.7321297752358377
LRRC10B,-0.009871949349212763,0.731774868202688
HPD,-0.009872587608229308,0.7317581942522177
VTI1B,-0.009888582055065518,0.7313403948483596
NT5C3B,-0.009889279826298811,0.7313221698073247
PDZK1,-0.009890317656504211,0.7312950630684374
GAS1,-0.00989050185351639,0.7312902521234871
FCRL2,-0.009891725469764226,0.731258293401771
ALDH2,-0.009897890271529338,0.7310972866202917
POSTN,-0.009900286289787797,0.7310347127492264
DCP1B,-0.009901644847483557,0.730999233757614
TRIM27,-0.009905275842702031,0.7309044124502339
CDC40,-0.009923315879602098,0.7304333683915161
ZNF736,-0.00992896945275159,0.7302857686242983
DCAF16,-0.009932895615159764,0.7301832728292795
TMEM41B,-0.009934347860731232,0.7301453619479116
OR14A16,-0.009935076046718252,0.7431840725707735
PPRC1,-0.009938404570234982,0.7300394650059439
BCAN,-0.00994685297473525,0.7298189431148214
CD5,-0.00995256588567663,0.7296698362511969
HCN1,-0.009955327651786736,0.7295977578697674
SHMT2,-0.009959700689803353,0.7294836323392372
ZNF765,-0.009961186900959762,0.7294448472480772
ST3GAL5,-0.009970537358660195,0.7292008477475113
MED1,-0.009971918412598412,0.729164811568288
KCNH7,-0.009975901799542958,0.7290608754232442
RNF224,-0.009979491708045842,0.7289672103375027
MIS18A,-0.010020772946207358,0.7278904232413431
CCT8,-0.010028302272810177,0.72769408472164
NCAPG2,-0.010032710701710466,0.7275791365896584
PIWIL2,-0.010038881380698318,0.7274182487286568
WASHC5,-0.010040778141144844,0.7273687969820545
KNL1,-0.010048605170036515,0.7271647451238831
CCDC85A,-0.010049458766841693,0.7271424928910567
ILF3,-0.01005637412631826,0.726962226336933
ZNF727,-0.010058708095191465,0.7269013888677736
TCTE1,-0.010073118061279005,0.7265258153315911
AFF3,-0.010083574278886908,0.7262533312398266
NPPC,-0.010089687042746633,0.726094051521447
PAQR6,-0.010100497289910708,0.725812398878193
ZNF283,-0.010106962879415588,0.7256439606297298
ZBTB12,-0.010108821991926363,0.7255955304293824
OR8D1,-0.010131319826823065,0.7382951886858238
RASA4,-0.010150077380628026,0.7429956227106859
SIGLEC7,-0.010176665301872292,0.7238289517030794
MAPK1,-0.010178854585902373,0.7237719691223251
CNOT11,-0.010181536064899613,0.7237021777976421
HOOK3,-0.010182168280753462,0.7236857233388229
GPKOW,-0.010182442227123929,0.7236785934729643
LGALS9B,-0.010194350282679194,0.741795186572711
CYP2J2,-0.010203913172664223,0.7231198543966234
SPMIP9,-0.010211731250505762,0.7229164409049177
CCDC12,-0.010219698819835046,0.7227091580094895
TBXT,-0.010222682956427203,0.7226315284622592
SCGB2A2,-0.01022356167881524,0.7226086698573093
BRAF,-0.01023273357034546,0.7223700920370663
EFCAB9,-0.010254875139822147,0.7217942601076821
B4GALT6,-0.010255654704254132,0.7217739889786698
UNC80,-0.010276011253609905,0.7212447237398646
SEC11A,-0.01027654908558365,0.7212307420482269
CD200R1L,-0.01030564438838545,0.7204745078950717
KCNE3,-0.010307878010180323,0.7204164637130942
PAFAH2,-0.010308694145801989,0.7203952555443287
RGS8,-0.010314708692868506,0.7202389676463887
WFDC9,-0.010329690167485363,0.7198497250664524
UBN2,-0.010338406499283451,0.7196232942462308
SPECC1,-0.010344852279732529,0.719455863076582
CASP1,-0.010346669432252147,0.719408664398453
SPATA2,-0.010353696638516569,0.7192261499605863
SRPRA,-0.010356583933978718,0.7191511641803027
FBN2,-0.01036017301970684,0.7190579560105111
AKAP13,-0.010379988667358531,0.7185434209340914
CD46,-0.010394621761857717,0.718163538326535
SYNGAP1,-0.010427910815947012,0.7172995967709173
KLHL28,-0.010439090932571685,0.7170095232574293
ZNF20,-0.010440058027653952,0.7169844334244438
DAGLA,-0.010456790052841022,0.7165503944121223
DUSP14,-0.01046462547708985,0.7163471701198171
SMIM19,-0.010465690354132577,0.7163195523745436
CEP72,-0.010467720815998595,0.7162668930696349
ATP7A,-0.010468978782351708,0.7162342688366787
DPEP2,-0.010470866132031019,0.7161853230801
CCPG1,-0.01048120910280572,0.7159171133813915
ANKRD66,-0.01048555140338719,0.7158045210466059
EEF1D,-0.010489309583939791,0.7157070794537981
CERS6,-0.010507778999854122,0.7152282742033673
FAM110A,-0.010508599196968197,0.7152070138239957
HOXD1,-0.010510037009073932,0.7151697447412372
SEC24A,-0.010519196409173003,0.714932342688637
CACNA1F,-0.010521700101114933,0.7148674544092763
FHIP1B,-0.010522708107850304,0.7148413304414717
ALDH16A1,-0.01052390618765186,0.7148102808863209
STAP2,-0.010529120701369354,0.7146751465222312
CSRNP3,-0.010534364719244226,0.7145392565662247
EMC3,-0.01054295328590362,0.7143167177466103
EIF2AK2,-0.010548760420291615,0.714166262518136
CSNK1A1L,-0.010549291642606822,0.7141524997992726
SELENON,-0.010553252235198487,0.7140498931022646
ERVW-1,-0.010555443770024675,0.727765549312963
FAM170A,-0.010561303482045183,0.7138413261335753
ZNF30,-0.010562922033568805,0.7137994002505768
NXPE4,-0.010573207246800446,0.7135329990959335
GRIK3,-0.01058332771287531,0.7132708991673473
GGH,-0.010605320410974032,0.7127014486342788
OTUD4,-0.01061591017936883,0.712427307861576
RBMXL3,-0.010617915079392115,0.712375410540477
GLRA3,-0.010635614596727029,0.7119173119967734
EIF2A,-0.010638778599497108,0.711835432276919
UNC5B,-0.01063895527595624,0.7118308602488511
LYPD6B,-0.010646114071949058,0.7116456138488125
C1QC,-0.010655745863752175,0.7113964011698413
LPCAT2,-0.010672060731715009,0.7109743410643142
PHLDB3,-0.01068074681751694,0.7107496710534411
PEX2,-0.010711510956270074,0.7099541429896673
NYNRIN,-0.010712952677041627,0.7099168693522384
EMX2,-0.010715118859339552,0.7098608670969854
UFD1,-0.010722907109307643,0.7096595306029289
ARRDC2,-0.01073061618935547,0.7094602606931718
ZFP3,-0.010730690045860856,0.7094583516924569
NOXO1,-0.010740159935899832,0.7092135944862606
TSR1,-0.010746146998870729,0.709058869314292
C1QTNF1,-0.010746920881231563,0.7090388705527698
CCKAR,-0.01074732741005135,0.7090283650661038
TEX38,-0.010751196197178165,0.708928390931085
FOXL1,-0.010753321224727328,0.7088734797813555
SYCE1L,-0.010754393932769168,0.7088457613583605
KIF26B,-0.010767848793616504,0.708498124893205
MT1M,-0.010790447618997343,0.7272817455160565
TSTD1,-0.010796201701151332,0.707765762638846
PADI3,-0.01079897506698533,0.7076941404298505
STPG4,-0.010800064359976755,0.7076660101305092
ADORA2B,-0.010810813346431369,0.707388445758618
CHURC1,-0.010817934292553556,0.7072045873930837
ZNF576,-0.010819697559755922,0.7071590635729814
SUSD4,-0.010820271724340594,0.7071442400866399
RCN2,-0.010821222827577574,0.7071196852357782
FARP2,-0.010823014691762287,0.7070734250930214
TMPRSS15,-0.010824152889852317,0.7070440410575008
RASSF4,-0.010852856069404792,0.7063031760756067
KATNAL1,-0.010864159377882905,0.7060114997571553
TNFRSF10D,-0.010864252006742556,0.706009109693073
CMKLR1,-0.010866190805300954,0.705959084342049
DDX52,-0.010871080898154084,0.7058329146166302
ICAM3,-0.010885690333373279,0.705456023383486
RAD54L,-0.010893402951654096,0.7052570839291343
KCNH2,-0.010897446967618758,0.7051527805297635
COL13A1,-0.010901888803374315,0.7050382229269833
SENP2,-0.010905026425877765,0.7049573057901269
ACTL7B,-0.010906245227575427,0.7049258746275161
ZBTB49,-0.010907724858597805,0.7048877177236318
SKA2,-0.01090908872975226,0.7048525467060169
STRIT1,-0.010916903111226535,0.9285292576520133
KRTAP9-8,-0.010923901059360695,0.7240456255529397
FBXW4,-0.01092478503863935,0.7044478213234773
SHANK2,-0.010931552661829966,0.9248249264423476
GPR180,-0.010951634165119954,0.7037557171113844
TNFSF8,-0.010954074346420921,0.7036928273982538
CFD,-0.01095725215137346,0.7036109302716067
CDKN1B,-0.010958577188630428,0.703576782952199
MAN1C1,-0.010970246227532406,0.7032760878390452
SNU13,-0.010976591827819494,0.7031125898828008
ANXA4,-0.010977246660329848,0.7030957185357162
TMPRSS11F,-0.010978494846131165,0.7030635602193831
LGALS7B,-0.010986714128782228,0.72265153874717
CERS3,-0.010991550717199792,0.7027272199699576
UPF3A,-0.010994053477891728,0.7026627514630028
APOO,-0.010997962762115858,0.7025620566498088
CRYBA2,-0.0110030081760987,0.7024321052661318
CDH20,-0.011019027916191084,0.702019553032534
ZNF19,-0.011042589660626838,0.7014129328575543
PPP2R5B,-0.011045268410360269,0.7013439778469832
PEAK3,-0.011047650614675634,0.7012826584212134
TMEM132B,-0.011048504399526546,0.7012606819393308
ZNF383,-0.011069456961895817,0.7007214397875775
RDH13,-0.011081235657182567,0.7004183654496053
GPSM2,-0.011083310238034317,0.7003649899178185
CHRDL1,-0.011091766887440777,0.700147429617072
NFS1,-0.011117942346788494,0.6994741815069492
RASA4B,-0.011125761501296415,0.719288839152168
MYO3B,-0.011143912693108436,0.6988064421408684
AHSG,-0.011149163560596321,0.6986714621553669
XPOT,-0.011157935079344972,0.698446000738632
CASZ1,-0.01116372027811859,0.6982973136510446
MAGEA6,-0.011182204825841749,0.7177960194982289
ULBP3,-0.011191965656850574,0.6975715370372647
ADGRG4,-0.011194796799390571,0.697498804887323
FAM83H,-0.011194831981689935,0.697497901070295
HOXA9,-0.01120832791714731,0.6971512283491595
TRMO,-0.01120909380892595,0.6971315566306142
ASCL1,-0.011212147297897348,0.6970531306324163
PER3,-0.01121740671293934,0.6969180550742963
NAV3,-0.011218652033865774,0.6968860733749891
TAS2R40,-0.011225906232970527,0.6966997854162066
ADIPOQ,-0.011232606471446438,0.6965277394031588
SDK2,-0.011236966751897268,0.6964157862596296
GNAT3,-0.011254063970719793,0.6959768673726863
GPR157,-0.011254321979834682,0.6959702445549764
EPHB2,-0.011265949887395231,0.6956717926644586
PLEKHA4,-0.01127260046591812,0.6955011143473796
KRTAP4-9,-0.01127432351933942,0.695456896968919
RAB1A,-0.01128126953999823,0.6952786571391193
ENKUR,-0.01128440012427422,0.6951983296176518
STX1A,-0.011307457121421163,0.6946068164736339
PNMA1,-0.011310651339669265,0.6945248853958507
RAB28,-0.0113149076512059,0.6944157173706571
ZNF850,-0.0113182343025134,0.6943303981474058
DEFA4,-0.011319719634304705,0.6942923048253957
IGHMBP2,-0.011334013311722702,0.6939257637689313
LAMA5,-0.01133925169146725,0.6937914508589303
MED16,-0.011353075791975578,0.6934370448070591
SNRNP200,-0.011354295387566741,0.6934057814615927
NCOA7,-0.011362665874869005,0.6931912248667319
ATP10D,-0.011363911009801499,0.6931593110328292
CHLSN,-0.011366851762849874,0.6930839392687443
DHX40,-0.011369052728991906,0.6930275302942843
ABHD1,-0.011369641074964229,0.6930124517527869
ATP6V1E1,-0.01137950938964004,0.6927595577995314
FST,-0.01140087945978788,0.6922120271645202
FICD,-0.011413940030881198,0.6918774764002895
GDNF,-0.011418399002948514,0.6917632721319195
ARL15,-0.011418816730510402,0.691752573551471
ACTL6B,-0.011471397534862272,0.6904063977571354
PHLDB1,-0.011480453144615549,0.6901746542397917
LY75,-0.011482201843920183,0.6901299063452204
AGGF1,-0.011485328925298032,0.6900498893916649
TBX21,-0.011494592267832306,0.6898128757540445
DBF4B,-0.011509519443088844,0.6894310101642153
MR1,-0.011511626688335354,0.6893771091757416
TNNC1,-0.01151326834909087,0.6893351184115077
GMEB2,-0.011516702017707641,0.689247294361313
RBBP9,-0.011529317530662263,0.6889246592311568
CCDC88C,-0.011531397612117376,0.6888714676632114
FAM83C,-0.011545733168744639,0.6885049224966274
NNMT,-0.011548999707949141,0.6884214107268508
ASRGL1,-0.01156458014109591,0.688023136314523
NEU1,-0.011568364919136076,0.6879264010655067
SH2D5,-0.01157236095208188,0.6878242718813504
MPC2,-0.011584463518834723,0.6875149934992714
MAP3K6,-0.011587844348808005,0.6874286064741757
DDHD1,-0.011595227647201977,0.6872399624769268
KLRC1,-0.011598574916030998,0.6871544458362704
E2F8,-0.01160499726769199,0.6869903776076751
ASPG,-0.011608274228252207,0.6869066686003564
MAP3K10,-0.011633007955384885,0.6862749764642793
PMPCB,-0.011635567630927234,0.6862096155899176
PRSS48,-0.01164306405951608,0.6860182090629479
RFX8,-0.011647567869203476,0.6859032228330888
KIFC1,-0.011665293731819465,0.6854507365114147
LIMCH1,-0.011683696114529444,0.6849810999144319
PCDH8,-0.011684013796566348,0.684972993601406
CCDC134,-0.011692221338066876,0.684763573798115
CMTR1,-0.01170139422290619,0.6845295513799097
TFAP2C,-0.011701890911692183,0.6845168805139333
TAS2R38,-0.011711963002576462,0.6842599538182913
PAIP1,-0.011715771224199924,0.6841628202575237
MSLN,-0.011724869458769079,0.683930779283176
PRDM11,-0.011724926368754678,0.6839293279471844
ENAH,-0.011753831930261204,0.6885923393666492
OR2H2,-0.011755600022245917,0.698252153734354
CNNM2,-0.011765542122613583,0.6828938301626216
EFCAB7,-0.011768853103145394,0.6828094430202736
NDUFAB1,-0.011778927478250226,0.6825527012262869
NMRK2,-0.01178628643638123,0.682365184032066
ADH6,-0.011795862856344748,0.6821211919397577
SSR4,-0.011814256758804624,0.6816526373949304
KRTAP10-3,-0.0118221003615079,0.7025313580168008
SPINK5,-0.011826172131420466,0.6813491782091012
GCM2,-0.011827343457644484,0.6813193498014288
BEST1,-0.011835471999563705,0.681112366129667
ABCA9,-0.01187472310283174,0.6801132210509709
KRTAP10-8,-0.0118880608524592,0.6797738333735105
CAPRIN2,-0.011890933392399536,0.6797007482123004
TBC1D15,-0.011911897068717113,0.6791674668206275
ZNF587B,-0.0119167204330415,0.6790447910582762
PPM1H,-0.011924032703612086,0.6788588295181746
HMGA2,-0.011956920991400645,0.6780226746601979
HLA-E,-0.011965478473030696,0.6778051733228772
