gene,pearson_r,p_value
NPL,0.042346181864008105,0.14130937797386445
CPN2,0.04232237152963335,0.14153340940303646
LRFN2,0.042316351733161645,0.14159009281014157
TLK1,0.04230078032388969,0.1417367966059417
KRTAP4-3,0.042297243884766376,0.1628735501307161
COMMD9,0.04228417678384822,0.1418933529226926
ACE2,0.04227657605583566,0.1419650651414222
KIAA1755,0.04227482466295754,0.14198159332406768
FSTL1,0.04223538906891221,0.1423541444537864
PDCD2L,0.04221573632640372,0.14254008510285152
KCNIP1,0.04220899099206028,0.1426039476964239
HPDL,0.04220638124146006,0.1426286618362499
DLG1,0.04220518225702623,0.14264001722852124
ISY1,0.04219719934809821,0.1427156397694807
RENBP,0.04218986767678714,0.1427851201733183
UBB,0.04218480325218666,0.16399537329331812
SLC17A9,0.04217803599483176,0.14289730072876106
EVL,0.0421705455175947,0.1429683556301401
TMEM139,0.04216169327881943,0.14305236315236747
GTF3C3,0.0421458522797209,0.1432027882477624
SCHIP1,0.04214495161226357,0.14321134456758797
MICAL2,0.04214362015410147,0.1432239941066766
SKI,0.0421313425385969,0.14334067813513274
GOLGA1,0.042127222284916534,0.1433798525295682
PRPH,0.04211474152325403,0.14349856670709177
DEFA6,0.04210546576027395,0.14358684443036993
TFRC,0.04209295588910446,0.14370596714005143
CXCR3,0.042089849748938625,0.1437355564571069
MAU2,0.04208213671663442,0.14380905154399265
RAVER2,0.042078214597560656,0.1438464352345147
PTCH2,0.04206120966070057,0.14400860393657142
LRIT2,0.04204226047449467,0.1441894789828305
TMEM187,0.042018281108751346,0.14441861769616313
KIFC2,0.042017017500228876,0.1444307000387286
BSCL2,0.0420169778773957,0.1444310789159226
SLC2A8,0.04201174925557714,0.14448108215579786
FAT2,0.04200694600532399,0.14452702908707993
BRIP1,0.04200377561802794,0.1445573625045078
ARMC6,0.04199467787077684,0.1446444343701214
ADAM9,0.041991321509261666,0.14467656725345768
NHERF2,0.0419907017384411,0.14468250136655514
FAM120AOS,0.041986580448353565,0.15209141040511237
PKLR,0.041969462614339315,0.14488597197065142
GBP6,0.041931444823688185,0.14525072865765606
RBM23,0.04192284679185152,0.14533331865119503
VPS53,0.041912562176089296,0.14543215661301645
H1-6,0.041900427097041774,0.1455488441362773
OVOL3,0.04189258481805592,0.7175372765813581
ZNF619,0.041866798358128586,0.14587258279426818
STON1,0.04186431090638643,0.14589655095501494
CMTM7,0.04185577351503335,0.1459788369856639
UBOX5,0.0418434339253185,0.14609783247449865
CAP2,0.04183987724874959,0.1461321446586184
KLHL34,0.04182483560906193,0.14627732337858915
PUS10,0.04180388196517542,0.14647974720325493
TMEM43,0.041778387225408685,0.14672632909784608
TM9SF3,0.04177517871806889,0.14675738382604162
ACTRT3,0.04176916191634258,0.14681563320894758
SLC41A1,0.041768689566903404,0.14682020682835084
CATIP,0.04176275911467413,0.14687763889845035
HSF4,0.04175438028012129,0.14695881099877042
CYP19A1,0.041728706546473766,0.14720774519429328
BHLHE40,0.04172725207571612,0.1472218574691961
H2BK1,0.04172603602797747,0.7316220735154265
GLB1,0.041720441213071044,0.14728795488508067
WDR6,0.04171745599593166,0.14731693267936505
HMX2,0.04171305067732348,0.1473597034888276
IMPA2,0.041701376398237476,0.14747309378172274
PAXIP1,0.041696075092380804,0.14752460645312032
PPOX,0.04169401687473938,0.14754460980967207
RHBG,0.04168937208557269,0.7188502770970154
PPP4R3B,0.04168499929522922,0.14763227405553525
UBR7,0.04166786947790416,0.147798910773385
SEC24D,0.04164786934789562,0.14799365113757987
DGKD,0.04164175459953099,0.14805322923269598
DCHS2,0.041633527083834734,0.1481334216228888
CCDC159,0.04163086642232249,0.1481593617912799
CABLES2,0.04161610046891648,0.1483033857196003
ADAMTS19,0.0416148037054896,0.14831603917073016
CELF5,0.041607247254979135,0.14838978926311985
MUC7,0.04160648557200824,0.14839722475350797
OTUD7A,0.04160451227945012,0.14841648920510747
LY6D,0.04160399093534021,0.1484215791938974
GFOD1,0.04160185517404305,0.14844243245680097
RTTN,0.041601047995214205,0.14845031421547975
CDKN2C,0.04159696995323024,0.14849013944512926
VWA7,0.041588922594322994,0.14856875202727202
RHOT1,0.04158467938912142,0.14861021558819207
THAP1,0.04157198704912714,0.14873429470613414
PADI4,0.04156679274034547,0.14878509655429467
ALDOC,0.04156381558080033,0.1488142200039299
UCK2,0.041545458401113323,0.1489938913765877
MTX2,0.04153531246966115,0.14909326588485486
TBL1X,0.04153152462993123,0.1491303788999958
CLDN20,0.04151583652852728,0.14928416492136667
OR2M7,0.04150244679254445,0.17092826517243054
SYPL2,0.04149945901415441,0.14944483799686875
MID1,0.04149101085710681,0.14952777091053449
TNFAIP2,0.04148289876189475,0.1496074378134029
CLDN4,0.041476093444518095,0.14967429611579058
PRCP,0.041475973447248494,0.14967547522370186
SPCS1,0.04147413767120899,0.14969351466696537
DENND2A,0.04146236832733155,0.14980920670107908
LIM2,0.041461718177131596,0.1498155996284721
ZNHIT3,0.041461293903708674,0.14981977162142293
NUDT16,0.041457483642158885,0.14985724289952584
NAPB,0.04144644686045127,0.14996582228238872
TWIST2,0.04144293330525055,0.15000040106028453
STX1B,0.041428103037575194,0.1501464205876707
UBE2I,0.041421556495936956,0.15021091258462654
PRRT1,0.04142137033049774,0.15021274686613775
STC1,0.041397288804520205,0.15045016515178108
TMEM178B,0.04139483988706659,0.15047432487571138
FBXO46,0.041384547704206874,0.15057589440442554
BSND,0.041381471119028804,0.15060626615234857
SPNS1,0.04137999674606957,0.15062082267102425
LRRCC1,0.04137424873197067,0.1506775831770223
KRTAP10-10,0.0413489849216436,0.1509272514133071
BOD1L2,0.04134132230475391,0.1510030390106501
CEP85L,0.0413373427781808,0.15104241019568393
HHEX,0.04133127480185371,0.15110245835903832
CDH23,0.041324094938292595,0.1511735331254177
SLC25A28,0.04132385790434331,0.15117588000103754
KRT27,0.0413182403397625,0.15123150768186658
SOX7,0.04131346947621414,0.1512787631738061
SKIC3,0.041313411816680266,0.15127933436126564
TAAR8,0.04130448808798203,0.15136775447468473
ZFAND5,0.04129125362330811,0.15149895959281068
C6orf141,0.041267842097347324,0.15173127092077146
PROKR1,0.04126676466305436,0.15174196876210228
NOPCHAP1,0.04125930252921485,0.15181607600916047
CYP4F3,0.04124678679895111,0.15194043285733003
PROM2,0.04123226710275831,0.1520847982443446
PTHLH,0.04122412718890385,0.152165776804626
HSPB9,0.04122165202109295,0.15219040709296688
KLRC3,0.04120469386084784,0.15235923854815842
AGT,0.04118542388951181,0.15255125862324903
NUP188,0.04117302610899417,0.15267489637204942
SGSH,0.04116091989732307,0.1527956999033179
SLC17A5,0.04116066511565435,0.15279824305812192
MCL1,0.04115837535826035,0.15282110017863304
CCNF,0.041155922097046556,0.15284559233171321
CWC25,0.04115565771002185,0.15284823201973605
SIRT7,0.041139370476666985,0.15301091351987323
AKAP5,0.04113512294870519,0.15305336065139724
TNK2,0.0411283619560967,0.15312094422515038
PBDC1,0.04110804271707215,0.15332419387096238
NAGS,0.041096996958122904,0.15343476852730326
GPR31,0.04108148122782604,0.15359019254434694
LRRC49,0.041078056297409814,0.15362451682521663
MAGEB1,0.04105088928992255,0.1538969880024652
SFTPB,0.041036163162197194,0.1540448367775587
DENND2B,0.04103493055288863,0.15405721693380528
ISG20L2,0.0410206196722416,0.1542010087176296
OTUD3,0.04101964118825007,0.15421084397422335
GBGT1,0.041014365309824094,0.15426388280424735
AP3D1,0.04100918168815743,0.15431600765193285
TMCO5A,0.04098822997647155,0.1545268275892672
DGCR6L,0.04097896591455234,0.15462011391281852
PRND,0.040944377687279626,0.15496878456765226
LRP6,0.04094099604149234,0.15500290561860006
LINGO4,0.040938167522121156,0.15503144995991353
ZNF80,0.04092283439622125,0.15518625541919848
PJVK,0.04089086876393449,0.1555093619510763
EIF4EBP3,0.040882674700673194,0.1555922690746769
BLVRA,0.04087272901546014,0.15569294403246475
ZNF169,0.040868083351808554,0.15573998656537588
RTN4RL1,0.04085504606912758,0.15587206115317614
FXYD3,0.040849578878923265,0.15592747194477458
PARP9,0.04083807010417597,0.15604416388527648
MAN2B2,0.040826463702650834,0.15616191270807622
MIB1,0.04082605705950538,0.15616603938894658
MAGEB16,0.04082076149108246,0.15621978722418517
LGMN,0.04080656445827714,0.15636395040353845
LYSET,0.04079735038313734,0.15645756826208934
WHAMM,0.04078269102668248,0.15660659936578814
CNGA3,0.04077147689769462,0.15672067789092278
SLC30A1,0.04076945613045323,0.15674124134005943
HELZ,0.04076892871078844,0.1567466087305603
BPI,0.04075557114854785,0.15688259101027074
RMP24,0.040740211375550915,0.15703906653205124
VDAC1,0.04073774454499208,0.1570642080290795
SATB2,0.04073670885002262,0.1570747645557059
TIMM44,0.04073495972079336,0.15709259412230908
IDI2,0.04073387219184364,0.15710368050782403
MED23,0.04072968570848645,0.15714636349226666
CD300H,0.040728087757453665,0.737806863370672
PTP4A1,0.04072070350646295,0.15723797049757177
MAGEA1,0.0407022911429014,0.1574258794757529
TFE3,0.04068765640592217,0.1575753567493787
EPHA3,0.040686009143954316,0.1575921883886831
ZNF683,0.040677908627205106,0.15767497885456722
BACE2,0.040673727637303175,0.15771772309005294
RAB20,0.040658954251474144,0.1578688286207605
NT5C1A,0.04064865336353689,0.15797425322295766
LRMDA,0.04064208909440441,0.15804146311831516
TONSL,0.040633947836035404,0.1581248494544371
NNT,0.04061852516409143,0.15828290644704904
TBX20,0.04061291962728729,0.15834038356580699
SHISA3,0.040605094550090044,0.15842064543194811
TAFAZZIN,0.04060168626682818,0.15845561383157872
ACOT8,0.04059145798675631,0.15856058926468106
COTL1,0.04057304291218652,0.1587497203927224
RPF2,0.04055376997314155,0.15894784477118637
GGT7,0.04055334274794335,0.15895223873081604
UGT8,0.04053038690132963,0.1591884718696207
ACER1,0.04052811341785768,0.15921188217680948
WDFY4,0.040512156780623636,0.15937626262261115
CAV2,0.0405095353210576,0.1594032803648509
MYH15,0.040505447695301594,0.1594454158685538
FAAH,0.040504865997362346,0.15945141273142616
ELAVL4,0.04046985365040972,0.1598126772547859
SEC14L4,0.040468713487455205,0.1598244520731652
UXT,0.04043868788225661,0.16013477174446059
C22orf15,0.040422123100473994,0.16030616616005527
ARMC5,0.04041955744870405,0.160332725126809
AP1M1,0.04041203641727935,0.1604106000500465
GHDC,0.04041163085420634,0.16041480017800483
MSMO1,0.04039829243241867,0.16055298298286083
UBTF,0.04039779097905727,0.1605581796694672
PLAT,0.04039567411129179,0.16058011869881506
SARDH,0.040392696500152384,0.1606109822256116
TRAK2,0.04035323921213211,0.16102038765635784
H2BC5,0.04034931105595734,0.16106118892362667
TEFM,0.040348136112513235,0.1610733944296761
MFSD9,0.04034785701874303,0.1610762938043037
GPI,0.0402740142701139,0.16184479574625402
MAPRE2,0.04026686794635155,0.16191931597874734
RBBP6,0.0402638383968554,0.16195091523557922
SLC25A34,0.040258858369289816,0.16200286875999578
HNRNPH1,0.04024559771678428,0.16214127015236973
ATP6V1H,0.04023670605965283,0.16223412225483674
POMT2,0.040229934021500206,0.1623048668843532
SNRPC,0.040213553491726804,0.162476083506803
RNPEP,0.040186268816843576,0.16276157723229398
WBP2,0.04017540022030427,0.1628754061971116
TNIP1,0.040154930084861484,0.16308995679320132
SLC9A1,0.04014661893671032,0.16317712792645345
TRIM40,0.04011859047780773,0.1634713619540763
NUFIP1,0.0401151418096623,0.16350759257755787
PIAS3,0.040111041815791074,0.16355067368977
SLITRK1,0.04010292760357343,0.1636359598091447
HEATR6,0.040094701160962774,0.16372245972148888
MED15,0.04008926238192936,0.16377966663129218
OGG1,0.040061476857109916,0.16407215892895813
BORCS7,0.04006025457825399,0.1640850346179092
KLK6,0.040035549209407724,0.16434544811125787
SUPT3H,0.04002875913427058,0.16441707514105292
RAD17,0.04002601848757428,0.16444599227983941
ARID3A,0.04001568387514357,0.164555069359792
NADK2,0.039992510520958764,0.16479985126368862
RGS21,0.039987049917231614,0.16485757188073913
FNDC10,0.0399851730322656,0.1648774147647098
NRP1,0.039981673655718995,0.16491441581967478
EEPD1,0.039946469471794005,0.16528699867979843
ATP2B3,0.03994583750583727,0.16529369285686474
RGS20,0.0399415724965638,0.165338875820603
PDGFC,0.03994100645307922,0.1653448731107524
DUSP23,0.039935614544693764,0.16540200914360093
IRF9,0.03991344226112067,0.165637116510835
AMACR,0.03990960148888907,0.16567786826171554
YIPF7,0.03988601043487872,0.1659283417274196
FABP1,0.0398708448511357,0.1660895095450119
LRRTM2,0.03986025644121999,0.1662021044744847
MRPL30,0.039855788354786086,0.1662496343650984
ACKR3,0.03984542917826588,0.16635987081686826
SNX21,0.0398366371070849,0.16645347408510866
RBM41,0.03982225204401019,0.16660670745678596
RFPL1,0.03979857863973068,0.16685911315477245
CKS1B,0.03978813991323996,0.18930971835435872
EFNB1,0.03978429955960957,0.16701149534608
RACK1,0.03974908406458198,0.1673877512853285
CIRBP,0.03973264083664829,0.1675636547468176
RNF8,0.03972309553629878,0.16766583037318158
MXRA8,0.039714301142227654,0.1677600094436232
RFT1,0.039694169252187154,0.167975751011887
IRF2BP1,0.03968994117176842,0.16802108727726356
MAGED1,0.039664553651576576,0.16829350198663248
PURG,0.039656017800019414,0.16838516824316724
DEFB116,0.0396473939037231,0.16847781801579814
NIN,0.0396439783518157,0.16851452314170132
RUSC1,0.03963047497291107,0.16865969549289464
GAB3,0.039614839321930904,0.16882790859170796
RPE,0.03961248461741161,0.1688532521093016
NMU,0.0395993589841895,0.1689945746077094
IFI27L2,0.03958492225998136,0.16915011582865302
ZNF226,0.03958468513862287,0.16915267146837734
OR52I1,0.039578944642053866,0.19164880345494953
LRRC59,0.03957404839500641,0.16926734161145032
ZNF582,0.0395531177490222,0.1694931558917506
ORC2,0.039519319549155274,0.1698582704451902
PDE6H,0.03951670892861512,0.16988649688779747
TLE6,0.039505707420910724,0.17000548551432706
ZNF155,0.039502989969910966,0.17003488616149554
CCR7,0.039489682842575896,0.17017891359824283
ZCCHC9,0.03947373178374497,0.17035167748934632
ABCC1,0.03946413151510572,0.17045572003276935
SH3BGRL3,0.039450933202480186,0.17059883385406546
SLC44A4,0.03944789442887328,0.1706317970456657
PARP14,0.039436338445655396,0.17075719445462054
AAMDC,0.039433068325944946,0.17079269200786604
NF2,0.03940295529283803,0.17111983221956
NRBF2,0.039379673305438144,0.17137308277779023
TYRO3,0.03936379011494693,0.17154601342863127
HOMER2,0.03936173983313549,0.17156834568734344
COIL,0.03935884802661377,0.17159984776963552
SALL3,0.03935448685934732,0.17164736460648278
B3GALT4,0.03933753299664322,0.17183217784586302
DDX49,0.03933505071307199,0.1718592495769047
PSG6,0.0393334574323463,0.1718766275417457
SNX29,0.03933278860286166,0.17188392287811244
TBL1XR1,0.0393249627619761,0.17196930135647331
PKNOX2,0.03931947599614014,0.17202917985576638
GOT2,0.03931466567414632,0.17208168896450637
PAN3,0.0393114587937046,0.17211670168055435
PDGFRL,0.03930926459466237,0.17214066100956163
SPATA31E1,0.039295873161606536,0.17228694139682257
SLC25A48,0.03927632011027998,0.17250069456648778
CNTN4,0.03927196238051308,0.1725483600765936
DPP8,0.03925806607541103,0.1727004256818277
EFS,0.03924641890841905,0.1728279563213969
C3orf62,0.03924465332789556,0.17284729467997195
RHOXF2,0.03923311622100984,0.20485316733747239
EML3,0.03921969003458479,0.17312088995940897
ZNF880,0.03920611210960609,0.1732698383958192
ETV7,0.03920447159953459,0.17328784109755646
GPX7,0.03920087793788194,0.17332728225961677
VWA3B,0.039194892619004884,0.17339298721635646
ARF6,0.03919213848089163,0.17342322752720235
SCAF1,0.0391846567761879,0.1735053961750548
AKIRIN1,0.039175261154496974,0.17360862578012173
KLF2,0.03917161435235771,0.17364870550545597
LIFR,0.03917152084386439,0.17364973328971117
C2orf49,0.03915750714601516,0.17380381402336198
RB1CC1,0.03911406032947873,0.17428216055171336
MYO1C,0.03910825944195629,0.17434610216454635
TDRP,0.039104188227974776,0.17439098850152382
POU2F2,0.03908642984138758,0.17458688074817527
CCDC77,0.0390608786368673,0.17486902315030403
CIAO2A,0.039053649572847786,0.17494890982676606
PIP4P2,0.039037796784235884,0.17512419047738678
PYCR3,0.039008536415934235,0.17544805934768562
TMEM223,0.03900691676210537,0.17546599953914274
THAP10,0.03899365434661346,0.17561295289023135
PAIP2B,0.03899305186273514,0.17561963085105467
STK35,0.038969294433483806,0.17588311019351047
OSBPL11,0.03896716796415376,0.17590670793239618
ATP8B3,0.038960365300338334,0.1759822139180486
RPL18A,0.03895721027983546,0.17601724117619977
PLAUR,0.03895146466870524,0.17608104268917152
SLC12A5,0.03895033961588463,0.17609353773167552
KANSL2,0.038921775179062465,0.17641100083025757
ITGAM,0.03890196163940095,0.17663145723000998
OPRD1,0.03888883101126583,0.17677766879611428
HYPK,0.03886512840553743,0.17704182898261
TCEAL2,0.03882037883580884,0.17754135333665963
PRRC2C,0.03881646018697329,0.1775851457564837
TNFRSF19,0.03880914892535607,0.1776668734150751
MICU1,0.03880049094318972,0.17776369132306694
MYH2,0.03878905464152071,0.1778916379247566
KRT25,0.038787044055370236,0.17791413895578906
OR6T1,0.03878503655876266,0.2007189549028784
MKI67,0.03878328600361988,0.1779562020361579
MOV10,0.0387680912325284,0.17812634928629817
B4GALNT2,0.038766036912557054,0.1781493623249652
STK24,0.03876430606767452,0.178168753425077
TMEM140,0.03876059483031837,0.1782103366596155
PSMD2,0.03875940021293339,0.17822372350223328
SSC5D,0.038751767422979366,0.1783092739372605
CYP2W1,0.03875081651986651,0.17831993406181582
TSPAN1,0.03873549885076675,0.17849171847295728
FAM98C,0.038728806028188664,0.17856681565286145
KRT5,0.038728080945154515,0.1785749528958406
CCDC157,0.03872760304308852,0.1785803163015206
NOSIP,0.038726409451062344,0.17859371228483556
DNAH17,0.038714832345853836,0.7381607112133693
LRRFIP1,0.03870658053537796,0.17881636644062546
BEND4,0.038704961328155575,0.17883455723496058
CER1,0.038679850938200394,0.1791168329701315
FUT10,0.038654655379703494,0.17940039858600637
EIF5A,0.03864705680916465,0.1874429052673433
CLPP,0.038646989677791024,0.17948673900058318
PIM3,0.03863130315937667,0.17966351571687453
KCNA6,0.03862815657895626,0.1796989911612401
ZNF91,0.03861965660155831,0.1797948483244138
PDCD10,0.038617236673520926,0.17982214562349227
TTC36,0.038598396076080094,0.1800347767564373
BRPF1,0.03858976432034682,0.18013225528966648
APPL2,0.03858850801012045,0.1801464460822652
PCYT1A,0.03858067832726567,0.18023490583669405
HHIPL2,0.03857045232223271,0.18035048776954382
ZNF497,0.03857037108742659,0.18035140616599787
TOE1,0.03855388795421473,0.18053782727593182
BLVRB,0.03854981744404726,0.18058388597432468
PRODH,0.03854384351350989,0.1806514980656936
PRICKLE3,0.03854198399024023,0.1806725477155516
LY6E,0.03853874072928548,0.18070926551517094
CD5L,0.0385327239396135,0.18077739781102362
SLC38A8,0.03852982366190475,0.1808102464776276
OR1A2,0.03852680253828298,0.20373558087870167
HEBP2,0.03852535223546945,0.1808608987133127
CBFA2T3,0.03850392817894696,0.18110373603098498
BAMBI,0.03849751291257609,0.1811764987803894
SLC10A2,0.03849003233223599,0.18126137182219212
NMBR,0.038482881089646724,0.18134253582285859
CLEC4M,0.038482751860201884,0.18134400277780252
CLVS2,0.03847300383010986,0.18145468342158674
PDXDC1,0.03844729130789698,0.1817468675892539
SCAI,0.03842755048169824,0.1819714288846635
URM1,0.0383830343372085,0.18247857554634772
PLEKHG4B,0.038379087492535206,0.182523590126662
CRISP3,0.03837071337241704,0.18261912593112653
IGIP,0.03836748825856548,0.18265592938398187
KITLG,0.038353613726709965,0.18281432152303861
PTBP2,0.03834764833919736,0.1828824538448815
CIMIP2B,0.03834499550838672,0.18291275858853395
RAX2,0.038323645066858834,0.18315679177484975
DNMBP,0.03832263685605862,0.18316832146803091
SLC19A1,0.03830101885058083,0.18341566982863855
ORC6,0.03830068312330716,0.18341951309265225
IL5,0.03829471182862855,0.18348787990739635
CNKSR1,0.03828767263530856,0.18356849756704444
RNF222,0.03828765705777215,0.18356867600070825
LILRA6,0.038261460758520674,0.7462010583203234
CEP44,0.03825574559650392,0.18393447686193434
ZNF37A,0.038247668927722425,0.18402714509680357
TP53I3,0.03823664668391247,0.1841536653029294
RMI2,0.03823363051507789,0.18418829798098646
GLYCTK,0.0382182245716366,0.18436526939972547
TUBGCP4,0.038204901901857866,0.18451841113901454
SLC9A7,0.0382003911305069,0.18457028296336142
P2RY1,0.03819506994210228,0.18463148807339919
CDK5R2,0.03819127523865058,0.18467514448683076
PITPNM2,0.038185985265155244,0.18473601606325343
CNRIP1,0.038143937841359915,0.18522038205697963
PWWP2B,0.03812002256141795,0.18549629276475005
NT5DC2,0.038112454378403916,0.18558367013455312
PRR18,0.03807819562018027,0.18597957996669678
UGT3A2,0.03807765744985472,0.18598580427927933
PTK6,0.03807543219030847,0.18601154257997413
GRSF1,0.03807158956459446,0.18605599421839145
CYTL1,0.03800725645242214,0.18680136716729934
TUFM,0.03799815931539486,0.18690694548109438
SLC2A10,0.0379799286728026,0.1871186566784701
VPS8,0.03797023975078877,0.18723124541777733
ESPNL,0.03796802731752084,0.18725696168900594
FITM1,0.03794410197425932,0.18753522490453692
AHRR,0.03794109855260056,0.18757017766534784
VAT1,0.03793219313955231,0.18767384395170575
CYP2D6,0.03792605964651465,0.1877452673830401
U2AF2,0.037919343306957315,0.1878235009398781
ZNF346,0.037915645718140045,0.18786658160878222
ATP1B1,0.03791532362749855,0.1878703346370378
MPZL1,0.037904804510084524,0.1879929346867362
SIGLECL1,0.03789757223099836,0.18807726091840288
HOXC8,0.0378959931063581,0.18809567675103692
FOXS1,0.03789515568506397,0.1881054433403544
PEX12,0.03787968525994083,0.1882859374215177
APCDD1L,0.03787344524676454,0.18835877601500148
TOR4A,0.03786870271251554,0.18841414867982306
EXOC1,0.037855551432982235,0.1885677625262382
B4GALT4,0.03783545532373126,0.18880267379649257
GJA1,0.037823076209122695,0.1889474853353546
ETHE1,0.03781394892362386,0.18905430917842864
ST3GAL4,0.03780015016217182,0.18921589142494133
COL27A1,0.037799240540765396,0.18922654658021476
GC,0.037792953023726136,0.1893002095986735
IARS2,0.037778530230553324,0.18946926327901784
MTPAP,0.03776922195352956,0.1895784272404711
EPHA2,0.03775840445368231,0.18970534894658292
NSUN6,0.037750484641668615,0.189798311728989
DPP10,0.037746345684102074,0.18984690816309902
UNKL,0.03773478659112437,0.18998267456834653
TMEM94,0.037722181494584804,0.1901308081319679
NECTIN3,0.037709483906678685,0.19028011453071392
TMF1,0.03770025622231322,0.19038867367102316
KLHL2,0.03769491561160467,0.19045152412038302
PDE4C,0.03768880474163388,0.19052345800664483
LHB,0.037662045995551174,0.19083868293089612
ZKSCAN5,0.037645527565940494,0.19103346559727397
ONECUT1,0.037643877462962064,0.19105293137160317
OR52K2,0.03764336161458485,0.21430471305446658
POLR3GL,0.037639049639413454,0.191109892143873
INS,0.03762555616816393,0.19126916021027424
TCIRG1,0.037624691698480074,0.19127936716611413
APH1B,0.03762226951772524,0.19130796844107356
PCOLCE,0.03761533968832657,0.19138981369552488
ZDHHC2,0.03761220282307327,0.19142687032929104
KAT6A,0.03758701310688278,0.19172463439769272
BAIAP2L2,0.037579413857181054,0.191814530824693
POLH,0.03755993090939367,0.19204514862417668
TMEM26,0.03755154627155764,0.19214445943413067
DLL1,0.03754153533649787,0.1922630821095165
TRAF1,0.037518636253221736,0.19253462261073395
HDAC4,0.03746149277454738,0.19321346554988877
PPFIA3,0.03746061080447258,0.1932239567640457
IL10,0.03742104162253026,0.19369507034753566
NXNL1,0.037391877532340426,0.19404283899163266
TCTN1,0.03738861264924962,0.19408179972597284
TUBD1,0.037388419647444805,0.1940841030483049
SPINK7,0.03738171861672115,0.1941640869229548
SYT12,0.03737574932660669,0.19423535704795944
FERD3L,0.03737507954483223,0.19424335507977297
NXN,0.03737397878240209,0.1942565000838452
AKT2,0.037367637491220934,0.19433223874787997
ZP3,0.037317153939216655,0.19493597277378447
TRMT2A,0.03730987350456886,0.19502315290887506
GPR15LG,0.03729033140800535,0.19525730248334552
LILRB2,0.03728926915299283,0.19527003611215213
TMEM185A,0.03728916814302655,0.19527124698622425
EPX,0.03728527400432919,0.1953179328256021
LILRB5,0.037269091063827114,0.19551203355422517
OR5P2,0.03726853480165131,0.2189063106226032
BHMT2,0.037265502316031235,0.1955550966848901
PWP2,0.03726548044053401,0.19555535920091857
CEP89,0.037262987163292835,0.1955852813649702
PAG1,0.03726138641974284,0.19560449387591902
USB1,0.03725952334580907,0.19562685667942759
TPPP2,0.037258537503297856,0.1956386906774088
FAM47A,0.03723845441959279,0.1958798809820894
PPWD1,0.03723599950445202,0.19590937851422965
C1orf52,0.03722367133951234,0.1960575592486947
RBSN,0.037218613141150166,0.19611838095614725
PYM1,0.03720603283651386,0.1962697112147517
KRT84,0.037203899950009445,0.19629537647598996
SUCO,0.03719986720993323,0.19634390959789288
MRPL54,0.03719323106424359,0.19642379323206202
DNASE2,0.03717579119915939,0.19663384166656578
CYBRD1,0.037172777329877275,0.19667015781891078
F3,0.03717202737052554,0.19667919534933923
PCDHAC2,0.03716023091094449,0.19682139084024589
HYAL3,0.03715904085857422,0.1968357400031071
PTX3,0.03715541201843013,0.19687949979101244
PXK,0.0371228829419114,0.19727208214889172
GRAMD1B,0.037122826297380555,0.1972727662712495
CCDC83,0.037117036938471445,0.19734269620060677
ALOX15B,0.0371017980402784,0.19752685416845361
TGIF1,0.0370982936011485,0.1975692221272591
BAX,0.03708898859234788,0.19768175002798757
HDAC1,0.037086634580924295,0.19771022512478997
STT3B,0.037080551206632846,0.19778382602093203
UROC1,0.037073763844338116,0.1978659678828366
C1orf74,0.03707048562147102,0.19790565044324318
ARL8B,0.03706599217649879,0.19796005259325294
MYLK4,0.037052172719322846,0.1981274332706877
GORASP1,0.037049491474023186,0.19815992037167302
SLC33A1,0.03704716135009387,0.19818815629794
INKA1,0.03703217836665935,0.19836978698642693
SNX25,0.03702735043716418,0.1984283392824562
DHRS3,0.037019677167017345,0.1985214253497755
C4orf17,0.037007630187223695,0.19866763414502234
ERICH3,0.03700555596036099,0.19869281603922523
DDX55,0.036975876542649826,0.1990533906198719
CALML5,0.03696225623644253,0.19921902321137194
CLDN3,0.03695595891185074,0.19929563714337328
FDX1,0.03695404243088128,0.19931895752512682
OR2D2,0.036944518854823194,0.22294087394283835
DUSP6,0.03694394329088068,0.19944188013689304
SOX12,0.036935853921226336,0.199540380535864
CDK9,0.03693128530939815,0.19959602602592894
F2,0.03693030102591477,0.19960801603742734
LRRC30,0.036916134267245944,0.19978064607870993
SYT3,0.036906406377257096,0.19989924902283113
DCST1,0.03690034368030184,0.19997319171419758
SETD1B,0.036896289166920275,0.20002265305336447
EMD,0.036891836973712795,0.20007697599830487
FARSA,0.036891476950497756,0.2000813692520501
C1QL1,0.03688869580946457,0.20011530904062438
N4BP2L1,0.03688346284468298,0.20017918116001754
NUFIP2,0.036878488360686336,0.20023991211606046
ANK1,0.03687490172891486,0.20028370782168475
LMO4,0.03686035541695637,0.20046140178626481
IFNA14,0.03685279507834275,0.2005538022957839
RBKS,0.036839635862806,0.20071470487930487
SLX9,0.03683240322085254,0.2008031811200295
CD300LB,0.0368235140106877,0.224461140832019
OR1G1,0.03680531367320171,0.2246904427589466
ARPC4,0.036789323232528245,0.20133076355787663
CCDC61,0.03677543921453021,0.2015010102382917
MTFR1,0.03676761616032283,0.20159698318336086
MMP23B,0.0367662387275954,0.20161388492444024
RPP38,0.03674340339087657,0.20189423552880206
AGXT2,0.036740509587000904,0.20192978316245047
DNAJB1,0.03673524509147505,0.20199446417846056
KBTBD11,0.0367222570014817,0.2021541038749735
FGF6,0.03671710432541127,0.20221746207850888
RPS4Y2,0.036691669444432855,0.4751776932119532
